Run,Assay Type,BioProject,BioSample,Center Name,collection_date,Consent,Experiment,geo_loc_name_country,geo_loc_name_country_continent,Instrument,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,SRA Study,AvgSpotLen,Bases,Bytes,DATASTORE filetype,DATASTORE provider,DATASTORE region,BioSampleModel,geo_loc_name,isolation_source,ww_population,ww_sample_duration,ww_sample_matrix,ww_sample_type,ww_surv_target_1_known_present,ww_surv_target_1,collected_by,purpose_of_ww_sampling,sequenced_by,ww_processing_protocol,ww_sample_site,ww_surv_jurisdiction,ww_surv_system_sample_id,collection_date (run),geo_loc_name (run),isolation_source (run),organism (run),ww_population (run),ww_sample_duration (run),ww_sample_matrix (run),ww_sample_type (run),ww_surv_target_1 (run),sewage_type,lat_lon,ENA-FIRST-PUBLIC (run),ena_first_public,ENA-LAST-UPDATE (run),ena_last_update,External_Id,geographic_location_(country_and/or_sea),INSDC_center_alias,INSDC_center_name,INSDC_first_public,INSDC_last_update,INSDC_status,investigation_type,Sample_Name,Submitter_Id,geographic_location_(region_and_locality),isolate,SRA_accession,Title,name_of_the_sampling_site,note (run),wastewater_type,samp_collect_device,common_name,environment_(biome),environment_(feature),environment_(material),geographic_location_(latitude),geographic_location_(longitude),project_name,run_date (run),Sequencing_method,wastewater/sludge_environmental_package,Host,biotic_relationship,env_broad_scale,env_local_scale,env_medium,estimated_size,samp_mat_process,samp_size,samp_vol_we_dna_ext,size_frac,source_uvig,virus_enrich_appr,amplicon_size,epi_week,sequencing_platform,seuqncing_date,wwtp,Strain,collecting_institution,collector_name,host_common_name,host_health_state,host_scientific_name,host_sex,host_subject_id,sample_capture_status,passage_history,collected_by (run),Host_disease,biochem_oxygen_dem,chem_oxygen_dem,lab_host,collection_method,ref_biomaterial,Genotype
SRR15435055,WGS,PRJNA746354,SAMN20749293,BIOBOT ANALYTICS,2021-07-19/2021-07-20,public,SRX11736393,USA,North America,Illumina NovaSeq 6000,2192-A_1,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-08-12T00:00:00Z,2192-A,SRP328230,201,370226621,116034602,"fastq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.US",SARS-CoV-2: wastewater surveillance,USA: New York,wastewater,24858,24,raw wastewater,composite,yes,SARS-CoV-2,Biobot Analytics,public health surveillance community-level,Ginkgo Bioworks clinical laboratory,Pasteurized and filtered; concentrated by Amicon ultrafiltration; nucleic acid extracted with Qiagen RNeasy kit using AVL buffer,wastewater treatment plant,ma,2192-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15435079,WGS,PRJNA746354,SAMN20749377,BIOBOT ANALYTICS,2021-07-20/2021-07-21,public,SRX11736369,USA,North America,Illumina NovaSeq 6000,2320-D_1,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-08-12T00:00:00Z,2320-D,SRP328230,201,649622796,206448055,"fastq,sra","gs,ncbi,s3","s3.us-east-1,gs.US,ncbi.public",SARS-CoV-2: wastewater surveillance,USA: California,wastewater,325000,24,post grit removal,composite,yes,SARS-CoV-2,Biobot Analytics,public health surveillance community-level,Ginkgo Bioworks clinical laboratory,Pasteurized and filtered; concentrated by Amicon ultrafiltration; nucleic acid extracted with Qiagen RNeasy kit using AVL buffer,wastewater treatment plant,ma,2320-D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15435158,WGS,PRJNA746354,SAMN20749410,BIOBOT ANALYTICS,2021-07-18/2021-07-19,public,SRX11736290,USA,North America,Illumina NovaSeq 6000,2380-A_1,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-08-12T00:00:00Z,2380-A,SRP328230,201,386785301,121822500,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SARS-CoV-2: wastewater surveillance,USA: Arizona,wastewater,300000,24,post grit removal,composite,yes,SARS-CoV-2,Biobot Analytics,public health surveillance community-level,Ginkgo Bioworks clinical laboratory,Pasteurized and filtered; concentrated by Amicon ultrafiltration; nucleic acid extracted with Qiagen RNeasy kit using AVL buffer,wastewater treatment plant,ma,2380-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15435175,WGS,PRJNA746354,SAMN20749242,BIOBOT ANALYTICS,2021-07-19/2021-07-20,public,SRX11736273,USA,North America,Illumina NovaSeq 6000,2030-G_1,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-08-12T00:00:00Z,2030-G,SRP328230,201,288938895,91088082,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SARS-CoV-2: wastewater surveillance,USA: Virginia,wastewater,400000,24,raw wastewater,composite,yes,SARS-CoV-2,Biobot Analytics,public health surveillance community-level,Ginkgo Bioworks clinical laboratory,Pasteurized and filtered; concentrated by Amicon ultrafiltration; nucleic acid extracted with Qiagen RNeasy kit using AVL buffer,wastewater treatment plant,ma,2030-G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15505123,AMPLICON,PRJNA741211,SAMN20813882,YALE SCHOOL OF PUBLIC HEALTH,2021-03-26,public,SRX11804438,USA,North America,Illumina NovaSeq 6000,FM1,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-08-31T00:00:00Z,FM1,SRP332940,302,511604912,168777038,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SARS-CoV-2: wastewater surveillance,"USA: Connecticut\, New Haven",effluent pump of gravity thickener,200000,0,primary sludge,grab,yes,SARS-CoV-2,Yale COVID-19 Wastewater Surveillance Project,public health surveillance community-level,Yale SARS-CoV-2 Genomic Surveillance Initiative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15529216,WGS,PRJNA746354,SAMN20841449,BIOBOT ANALYTICS,2021-07-25/2021-07-26,public,SRX11827806,USA,North America,Illumina NovaSeq 6000,2205-M_1,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-08-19T00:00:00Z,2205-M,SRP328230,199,182753826,60851383,"fastq,sra","gs,s3,ncbi","ncbi.public,gs.US,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: New York,wastewater,NA,21,raw wastewater,composite,yes,SARS-CoV-2,Biobot Analytics,public health surveillance community-level,Ginkgo Bioworks clinical laboratory,Pasteurized and filtered; concentrated by Amicon ultrafiltration; nucleic acid extracted with Qiagen RNeasy kit using AVL buffer,wastewater treatment plant,ma,2205-M,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15529260,WGS,PRJNA746354,SAMN20841433,BIOBOT ANALYTICS,2021-07-21/2021-07-22,public,SRX11827762,USA,North America,Illumina NovaSeq 6000,2160-C_1,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-08-19T00:00:00Z,2160-C,SRP328230,200,586782147,191148001,"sra,fastq","ncbi,gs,s3","ncbi.public,gs.US,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: California,wastewater,93355,24,post grit removal,composite,yes,SARS-CoV-2,Biobot Analytics,public health surveillance community-level,Ginkgo Bioworks clinical laboratory,Pasteurized and filtered; concentrated by Amicon ultrafiltration; nucleic acid extracted with Qiagen RNeasy kit using AVL buffer,wastewater treatment plant,ma,2160-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15646924,WGS,PRJNA746354,SAMN21013547,BIOBOT ANALYTICS,2021-08-03/2021-08-04,public,SRX11943914,USA,North America,Illumina NovaSeq 6000,2105-G_1,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-08-27T00:00:00Z,2105-G,SRP328230,201,173603502,65856008,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SARS-CoV-2: wastewater surveillance,USA: Georgia,wastewater,302368,24,raw wastewater,composite,yes,SARS-CoV-2,Biobot Analytics,public health surveillance community-level,Ginkgo Bioworks clinical laboratory,Pasteurized and filtered; concentrated by Amicon ultrafiltration; nucleic acid extracted with Qiagen RNeasy kit using AVL buffer,wastewater treatment plant,ma,2105-G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15646956,WGS,PRJNA746354,SAMN21013856,BIOBOT ANALYTICS,2021-08-02/2021-08-03,public,SRX11944258,USA,North America,Illumina NovaSeq 6000,2564-F_1,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-08-27T00:00:00Z,2564-F,SRP328230,198,206413157,73974679,"fastq,sra","gs,ncbi,s3","gs.US,s3.us-east-1,ncbi.public",SARS-CoV-2: wastewater surveillance,USA: Pennsylvania,wastewater,1004057,24,post grit removal,composite,yes,SARS-CoV-2,Biobot Analytics,public health surveillance community-level,Ginkgo Bioworks clinical laboratory,Pasteurized and filtered; concentrated by Amicon ultrafiltration; nucleic acid extracted with Qiagen RNeasy kit using AVL buffer,wastewater treatment plant,ma,2564-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15646976,WGS,PRJNA746354,SAMN21013838,BIOBOT ANALYTICS,2021-08-01/2021-08-02,public,SRX11944238,USA,North America,Illumina NovaSeq 6000,2540-L_1,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-08-27T00:00:00Z,2540-L,SRP328230,201,1365794087,416632093,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: Kentucky,wastewater,424000,24,raw wastewater,composite,yes,SARS-CoV-2,Biobot Analytics,public health surveillance community-level,Ginkgo Bioworks clinical laboratory,Pasteurized and filtered; concentrated by Amicon ultrafiltration; nucleic acid extracted with Qiagen RNeasy kit using AVL buffer,wastewater treatment plant,ma,2540-L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15647071,WGS,PRJNA746354,SAMN21013752,BIOBOT ANALYTICS,2021-08-01/2021-08-02,public,SRX11944143,USA,North America,Illumina NovaSeq 6000,2460-P_1,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-08-27T00:00:00Z,2460-P,SRP328230,200,299338557,94274518,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SARS-CoV-2: wastewater surveillance,USA: Ohio,wastewater,524154,24,post grit removal,composite,yes,SARS-CoV-2,Biobot Analytics,public health surveillance community-level,Ginkgo Bioworks clinical laboratory,Pasteurized and filtered; concentrated by Amicon ultrafiltration; nucleic acid extracted with Qiagen RNeasy kit using AVL buffer,wastewater treatment plant,ma,2460-P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15647138,WGS,PRJNA746354,SAMN21013692,BIOBOT ANALYTICS,2021-08-02/2021-08-03,public,SRX11944076,USA,North America,Illumina NovaSeq 6000,2399-G_1,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-08-27T00:00:00Z,2399-G,SRP328230,200,148713145,46061755,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: North Carolina,wastewater,100517,24,post grit removal,composite,yes,SARS-CoV-2,Biobot Analytics,public health surveillance community-level,Ginkgo Bioworks clinical laboratory,Pasteurized and filtered; concentrated by Amicon ultrafiltration; nucleic acid extracted with Qiagen RNeasy kit using AVL buffer,wastewater treatment plant,ma,2399-G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15647143,WGS,PRJNA746354,SAMN21013688,BIOBOT ANALYTICS,2021-08-04/2021-08-05,public,SRX11944071,USA,North America,Illumina NovaSeq 6000,2396-F_1,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-08-27T00:00:00Z,2396-F,SRP328230,201,870687992,270289202,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: California,wastewater,43232,24,post grit removal,composite,yes,SARS-CoV-2,Biobot Analytics,public health surveillance community-level,Ginkgo Bioworks clinical laboratory,Pasteurized and filtered; concentrated by Amicon ultrafiltration; nucleic acid extracted with Qiagen RNeasy kit using AVL buffer,wastewater treatment plant,ma,2396-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15647194,WGS,PRJNA746354,SAMN21013641,BIOBOT ANALYTICS,2021-08-02/2021-08-03,public,SRX11944020,USA,North America,Illumina NovaSeq 6000,2354-C_1,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-08-27T00:00:00Z,2354-C,SRP328230,201,1712403313,535741191,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SARS-CoV-2: wastewater surveillance,USA: Missouri,wastewater,39566,24,post grit removal,composite,yes,SARS-CoV-2,Biobot Analytics,public health surveillance community-level,Ginkgo Bioworks clinical laboratory,Pasteurized and filtered; concentrated by Amicon ultrafiltration; nucleic acid extracted with Qiagen RNeasy kit using AVL buffer,wastewater treatment plant,ma,2354-C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15647209,WGS,PRJNA746354,SAMN21013628,BIOBOT ANALYTICS,2021-08-02/2021-08-03,public,SRX11944005,USA,North America,Illumina NovaSeq 6000,2340-P_1,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-08-27T00:00:00Z,2340-P,SRP328230,201,268490821,83265015,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: Rhode Island,wastewater,240000,23,post grit removal,composite,yes,SARS-CoV-2,Biobot Analytics,public health surveillance community-level,Ginkgo Bioworks clinical laboratory,Pasteurized and filtered; concentrated by Amicon ultrafiltration; nucleic acid extracted with Qiagen RNeasy kit using AVL buffer,wastewater treatment plant,ma,2340-P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15435115,WGS,PRJNA746354,SAMN20749314,BIOBOT ANALYTICS,2021-07-19/2021-07-20,public,SRX11736333,USA,North America,Illumina NovaSeq 6000,2211-F_1,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-08-12T00:00:00Z,2211-F,SRP328230,200,120467939,41323205,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: Connecticut,wastewater,100000,24,post grit removal,composite,yes,SARS-CoV-2,Biobot Analytics,public health surveillance community-level,Ginkgo Bioworks clinical laboratory,Pasteurized and filtered; concentrated by Amicon ultrafiltration; nucleic acid extracted with Qiagen RNeasy kit using AVL buffer,wastewater treatment plant,ma,2211-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15647003,WGS,PRJNA746354,SAMN21013813,BIOBOT ANALYTICS,2021-08-01,public,SRX11944211,USA,North America,Illumina NovaSeq 6000,2511-Q_1,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-08-27T00:00:00Z,2511-Q,SRP328230,201,730858156,225711214,"sra,fastq","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: New York,wastewater,NA,0,post grit removal,composite,yes,SARS-CoV-2,Biobot Analytics,public health surveillance community-level,Ginkgo Bioworks clinical laboratory,Pasteurized and filtered; concentrated by Amicon ultrafiltration; nucleic acid extracted with Qiagen RNeasy kit using AVL buffer,wastewater treatment plant,ma,2511-Q,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15128798,WGS,PRJNA746354,SAMN20204709,BIOBOT ANALYTICS,2021-06-20/2021-06-21,public,SRX11437761,USA,North America,Illumina NovaSeq 6000,2203-J_1,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-07-13T00:00:00Z,2203-J,SRP328230,201,280080157,90383655,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SARS-CoV-2: wastewater surveillance,USA: New York,wastewater,NA,21,raw wastewater,composite,yes,SARS-CoV-2,Biobot Analytics,public health surveillance community-level,Ginkgo Bioworks clinical laboratory,Pasteurized and filtered; concentrated by Amicon ultrafiltration; nucleic acid extracted with Qiagen RNeasy kit using AVL buffer,wastewater treatment plant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15646935,WGS,PRJNA746354,SAMN21013876,BIOBOT ANALYTICS,2021-08-03/2021-08-04,public,SRX11943903,USA,North America,Illumina NovaSeq 6000,2582-B_1,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-08-27T00:00:00Z,2582-B,SRP328230,200,225454381,73058426,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: Massachusetts,wastewater,100000,24,raw wastewater,composite,yes,SARS-CoV-2,Biobot Analytics,public health surveillance community-level,Ginkgo Bioworks clinical laboratory,Pasteurized and filtered; concentrated by Amicon ultrafiltration; nucleic acid extracted with Qiagen RNeasy kit using AVL buffer,wastewater treatment plant,ma,2582-B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15434983,WGS,PRJNA746354,SAMN20749460,BIOBOT ANALYTICS,2021-07-14/2021-07-15,public,SRX11736465,USA,North America,Illumina NovaSeq 6000,2512-A_1,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-08-12T00:00:00Z,2512-A,SRP328230,200,573746243,182780548,"sra,fastq","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: Missouri,wastewater,451367,23,post grit removal,composite,yes,SARS-CoV-2,Biobot Analytics,public health surveillance community-level,Ginkgo Bioworks clinical laboratory,Pasteurized and filtered; concentrated by Amicon ultrafiltration; nucleic acid extracted with Qiagen RNeasy kit using AVL buffer,wastewater treatment plant,ma,2512-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15435165,WGS,PRJNA746354,SAMN20749404,BIOBOT ANALYTICS,2021-07-19/2021-07-20,public,SRX11736283,USA,North America,Illumina NovaSeq 6000,2370-W_1,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-08-12T00:00:00Z,2370-W,SRP328230,200,6494132,2182763,"fastq,sra","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.US",SARS-CoV-2: wastewater surveillance,USA: Illinois,wastewater,70000,24,raw wastewater,composite,yes,SARS-CoV-2,Biobot Analytics,public health surveillance community-level,Ginkgo Bioworks clinical laboratory,Pasteurized and filtered; concentrated by Amicon ultrafiltration; nucleic acid extracted with Qiagen RNeasy kit using AVL buffer,wastewater treatment plant,ma,2370-W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15435178,WGS,PRJNA746354,SAMN20749392,BIOBOT ANALYTICS,2021-07-21/2021-07-22,public,SRX11736270,USA,North America,Illumina NovaSeq 6000,2356-A_1,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-08-12T00:00:00Z,2356-A,SRP328230,200,16172436,5245168,"sra,fastq","ncbi,gs,s3","gs.US,s3.us-east-1,ncbi.public",SARS-CoV-2: wastewater surveillance,USA: California,wastewater,740000,24,post grit removal,composite,yes,SARS-CoV-2,Biobot Analytics,public health surveillance community-level,Ginkgo Bioworks clinical laboratory,Pasteurized and filtered; concentrated by Amicon ultrafiltration; nucleic acid extracted with Qiagen RNeasy kit using AVL buffer,wastewater treatment plant,ma,2356-A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15240566,AMPLICON,PRJNA748354,SAMN20326102,UNIVERSITY OF MISSOURI,2021,public,SRX11546304,USA,North America,Illumina MiSeq,028_6-8_RBD_S64,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-07-26T00:00:00Z,Missouri SARS-CoV-2 wastewater surveilance,SRP329762,602,111882904,48676651,"fastq,sra","ncbi,s3,gs","gs.US,s3.us-east-1,ncbi.public",SARS-CoV-2: wastewater surveillance,USA: Missouri,wastewater,variable,24,raw wastewater,composite,yes,SARS-CoV-2,,,,,,,,2021-6-8,USA: Missouri,wastewater,wastewater metagenome,15906,24h,raw wastewater,composite,SARS-CoV-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15294196,AMPLICON,PRJNA748354,SAMN20326102,UNIVERSITY OF MISSOURI,2021,public,SRX11599196,USA,North America,Illumina MiSeq,45_3-23_RBD_B01,PAIRED,RT-PCR,VIRAL RNA,wastewater metagenome,ILLUMINA,2021-08-05T00:00:00Z,Missouri SARS-CoV-2 wastewater surveilance,SRP329762,602,111678224,42831157,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: Missouri,wastewater,variable,24,raw wastewater,composite,yes,SARS-CoV-2,,,,,,,,2021-3-23,USA: Missouri,wastewater,wastewater metagenome,66738,24h,raw wastewater,composite,SARS-CoV-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15291283,WGS,PRJNA746354,SAMN20445333,BIOBOT ANALYTICS,2021-07-07/2021-07-08,public,SRX11596049,USA,North America,Illumina NovaSeq 6000,2275-F_1,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-08-06T00:00:00Z,2275-F,SRP328230,201,979784235,328849661,"fastq,sra","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.US",SARS-CoV-2: wastewater surveillance,USA: Wyoming,wastewater,8600,24,raw wastewater,composite,yes,SARS-CoV-2,Biobot Analytics,public health surveillance community-level,Ginkgo Bioworks clinical laboratory,Pasteurized and filtered; concentrated by Amicon ultrafiltration; nucleic acid extracted with Qiagen RNeasy kit using AVL buffer,wastewater treatment plant,ma,2275-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15706685,WGS,PRJNA746354,SAMN21209661,BIOBOT ANALYTICS,2021-08-09/2021-08-10,public,SRX12002645,USA,North America,Illumina NovaSeq 6000,2485-S_1,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-09-02T00:00:00Z,2485-S,SRP328230,200,183792438,65578995,"fastq,sra","s3,gs,ncbi","ncbi.public,gs.US,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: Oklahoma,wastewater,442168,23,post grit removal,composite,yes,SARS-CoV-2,Biobot Analytics,public health surveillance community-level,Ginkgo Bioworks clinical laboratory,Pasteurized and filtered; concentrated by Amicon ultrafiltration; nucleic acid extracted with Qiagen RNeasy kit using AVL buffer,wastewater treatment plant,ma,2485-S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15709827,WGS,PRJNA746354,SAMN21209713,BIOBOT ANALYTICS,2021-08-09/2021-08-10,public,SRX12005790,USA,North America,Illumina NovaSeq 6000,2532-H_2532-A_2,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-09-02T00:00:00Z,2532-H_2532-A,SRP328230,200,74076472,24645881,"fastq,sra","s3,gs,ncbi","s3.us-east-1,ncbi.public,gs.US",SARS-CoV-2: wastewater surveillance,USA: Massachusetts,wastewater,30430,24,raw wastewater,composite,yes,SARS-CoV-2,Biobot Analytics,public health surveillance community-level,Ginkgo Bioworks clinical laboratory,Pasteurized and filtered; concentrated by Amicon ultrafiltration; nucleic acid extracted with Qiagen RNeasy kit using AVL buffer,wastewater treatment plant,ma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SRR15709861,WGS,PRJNA746354,SAMN20841554,BIOBOT ANALYTICS,2021-07-28/2021-07-29,public,SRX12005756,USA,North America,Illumina NovaSeq 6000,2392-F_2,PAIRED,RT-PCR,METATRANSCRIPTOMIC,wastewater metagenome,ILLUMINA,2021-09-02T00:00:00Z,2392-F,SRP328230,200,1357661519,438511819,"fastq,sra","gs,ncbi,s3","ncbi.public,gs.US,s3.us-east-1",SARS-CoV-2: wastewater surveillance,USA: Virginia,wastewater,10178,24,raw wastewater,composite,yes,SARS-CoV-2,Biobot Analytics,public health surveillance community-level,Ginkgo Bioworks clinical laboratory,Pasteurized and filtered; concentrated by Amicon ultrafiltration; nucleic acid extracted with Qiagen RNeasy kit using AVL buffer,wastewater treatment plant,ma,2392-F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
